frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
471,  0,  25.503,  0.98,  1, 0.00, 0.00, 1.37, 0.00, 2.45, 0.21, 0.74, 3.27, 2.81, 2.36, 0.63, 0.00, 0.08, 0.00, 2.73, 0.53, 0.95, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
472,  0,  25.527,  0.98,  1, 0.00, 0.00, 1.45, 0.00, 2.47, 0.07, 0.71, 3.22, 2.84, 2.39, 0.58, 0.00, 0.09, 0.00, 2.82, 0.38, 1.23, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
473,  0,  25.599,  0.98,  1, 0.00, 0.00, 1.42, 0.00, 2.45, 0.10, 0.72, 3.21, 2.81, 2.31, 0.49, 0.00, 0.08, 0.00, 2.82, 0.42, 1.18, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
474,  0,  25.624,  0.98,  1, 0.00, 0.00, 1.40, 0.00, 2.39, 0.23, 0.68, 3.26, 2.76, 2.25, 0.50, 0.00, 0.09, 0.00, 2.80, 0.45, 1.22, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
475,  0,  25.707,  0.98,  1, 0.00, 0.00, 1.46, 0.00, 2.37, 0.25, 0.64, 3.33, 2.77, 2.27, 0.59, 0.00, 0.11, 0.00, 2.68, 0.46, 1.27, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
476,  0,  25.740,  0.98,  1, 0.00, 0.00, 1.53, 0.00, 2.36, 0.42, 0.57, 3.39, 2.79, 2.22, 0.60, 0.00, 0.09, 0.00, 2.54, 0.42, 1.06, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
477,  0,  25.814,  0.98,  1, 0.00, 0.00, 1.53, 0.00, 2.36, 0.42, 0.55, 3.40, 2.82, 2.13, 0.53, 0.00, 0.05, 0.00, 2.49, 0.34, 0.78, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
478,  0,  25.852,  0.98,  1, 0.00, 0.00, 1.45, 0.00, 2.31, 0.51, 0.56, 3.34, 2.81, 2.11, 0.47, 0.00, 0.05, 0.00, 2.53, 0.32, 0.91, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
479,  0,  25.903,  0.98,  1, 0.00, 0.00, 1.32, 0.00, 2.26, 0.60, 0.56, 3.30, 2.77, 2.23, 0.48, 0.00, 0.11, 0.00, 2.57, 0.34, 1.28, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
480,  0,  25.929,  0.98,  1, 0.00, 0.00, 1.33, 0.00, 2.19, 0.65, 0.60, 3.16, 2.68, 2.28, 0.44, 0.00, 0.21, 0.01, 2.51, 0.41, 1.22, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
481,  0,  25.998,  0.98,  1, 0.00, 0.00, 1.41, 0.00, 2.21, 0.68, 0.66, 3.10, 2.65, 2.27, 0.38, 0.00, 0.24, 0.01, 2.47, 0.52, 0.72, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
482,  0,  26.024,  0.98,  1, 0.00, 0.00, 1.56, 0.00, 2.19, 0.54, 0.69, 3.02, 2.56, 2.13, 0.34, 0.00, 0.32, 0.01, 2.49, 0.53, 0.26, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
483,  0,  26.119,  0.98,  1, 0.00, 0.00, 1.60, 0.00, 2.19, 0.50, 0.68, 3.07, 2.53, 2.03, 0.38, 0.00, 0.38, 0.00, 2.59, 0.50, 0.20, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
484,  0,  26.169,  0.98,  1, 0.00, 0.00, 1.61, 0.00, 1.93, 0.45, 0.59, 2.93, 2.22, 1.68, 0.46, 0.00, 0.34, 0.00, 2.75, 0.36, 0.13, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
485,  0,  26.206,  0.98,  1, 0.00, 0.00, 1.63, 0.00, 1.68, 0.50, 0.55, 2.76, 1.95, 1.42, 0.54, 0.00, 0.27, 0.00, 2.83, 0.29, 0.05, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
486,  0,  26.235,  0.98,  1, 0.00, 0.00, 1.51, 0.00, 1.27, 0.35, 0.38, 2.48, 1.44, 1.01, 0.51, 0.09, 0.16, 0.00, 2.74, 0.22, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
487,  0,  26.308,  0.98,  1, 0.00, 0.00, 1.44, 0.00, 1.08, 0.20, 0.25, 2.35, 1.19, 0.87, 0.44, 0.16, 0.17, 0.00, 2.53, 0.18, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
488,  0,  26.361,  0.98,  1, 0.00, 0.00, 1.36, 0.00, 0.81, 0.00, 0.06, 2.09, 0.77, 0.59, 0.33, 0.28, 0.11, 0.00, 2.29, 0.18, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
489,  0,  26.416,  0.98,  1, 0.00, 0.00, 1.41, 0.00, 0.73, 0.00, 0.03, 1.89, 0.57, 0.48, 0.32, 0.31, 0.06, 0.00, 2.19, 0.13, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
490,  0,  26.446,  0.98,  1, 0.13, 0.04, 1.53, 0.00, 0.56, 0.00, 0.00, 1.76, 0.35, 0.26, 0.35, 0.26, 0.00, 0.00, 2.19, 0.20, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
491,  0,  26.515,  0.93,  1, 0.22, 0.04, 1.62, 0.00, 0.46, 0.00, 0.00, 1.74, 0.31, 0.20, 0.41, 0.14, 0.00, 0.00, 2.25, 0.27, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
492,  0,  26.544,  0.93,  1, 0.40, 0.14, 1.81, 0.00, 0.28, 0.00, 0.00, 1.65, 0.19, 0.06, 0.30, 0.02, 0.00, 0.00, 2.12, 0.43, 0.10, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
493,  0,  26.611,  0.93,  1, 0.41, 0.18, 1.85, 0.00, 0.17, 0.00, 0.00, 1.49, 0.10, 0.04, 0.16, 0.01, 0.00, 0.00, 1.89, 0.51, 0.23, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
494,  0,  26.657,  0.93,  1, 0.35, 0.17, 2.02, 0.00, 0.16, 0.24, 0.07, 1.36, 0.01, 0.17, 0.10, 0.06, 0.00, 0.00, 1.71, 0.65, 0.35, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
495,  0,  26.724,  0.98,  1, 0.26, 0.08, 2.06, 0.00, 0.23, 0.43, 0.12, 1.36, 0.00, 0.37, 0.21, 0.09, 0.00, 0.00, 1.74, 0.71, 0.40, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
496,  0,  26.753,  0.98,  1, 0.19, 0.00, 2.30, 0.00, 0.30, 0.61, 0.18, 1.42, 0.00, 0.45, 0.32, 0.10, 0.05, 0.00, 1.82, 0.58, 0.27, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
497,  0,  26.814,  0.98,  1, 0.26, 0.00, 2.39, 0.00, 0.34, 0.54, 0.17, 1.50, 0.00, 0.40, 0.37, 0.05, 0.09, 0.00, 1.90, 0.43, 0.15, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
498,  0,  26.859,  0.98,  1, 0.17, 0.00, 2.49, 0.00, 0.38, 0.41, 0.20, 1.53, 0.00, 0.33, 0.39, 0.11, 0.09, 0.00, 1.86, 0.27, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
499,  0,  26.910,  0.98,  1, 0.12, 0.00, 2.50, 0.00, 0.42, 0.29, 0.23, 1.54, 0.00, 0.39, 0.37, 0.18, 0.04, 0.00, 1.75, 0.26, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
500,  0,  26.933,  0.98,  1, 0.08, 0.00, 2.44, 0.00, 0.41, 0.25, 0.19, 1.43, 0.00, 0.36, 0.27, 0.29, 0.00, 0.00, 1.64, 0.21, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
501,  0,  27.030,  0.98,  1, 0.11, 0.00, 2.38, 0.00, 0.38, 0.26, 0.14, 1.35, 0.00, 0.38, 0.23, 0.32, 0.00, 0.00, 1.69, 0.14, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
502,  0,  27.076,  0.93,  1, 0.10, 0.00, 2.34, 0.00, 0.39, 0.38, 0.12, 1.28, 0.00, 0.40, 0.17, 0.28, 0.02, 0.00, 1.72, 0.17, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
503,  0,  27.120,  0.93,  1, 0.04, 0.00, 2.39, 0.00, 0.45, 0.49, 0.14, 1.33, 0.00, 0.46, 0.14, 0.24, 0.07, 0.00, 1.69, 0.21, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
504,  0,  27.143,  0.93,  1, 0.03, 0.00, 2.45, 0.00, 0.46, 0.48, 0.17, 1.42, 0.00, 0.46, 0.15, 0.25, 0.07, 0.00, 1.68, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
505,  0,  27.213,  0.93,  1, 0.04, 0.00, 2.50, 0.00, 0.44, 0.30, 0.17, 1.48, 0.00, 0.44, 0.22, 0.28, 0.05, 0.00, 1.67, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
506,  0,  27.235,  0.93,  1, 0.04, 0.00, 2.47, 0.00, 0.39, 0.18, 0.15, 1.54, 0.00, 0.38, 0.28, 0.28, 0.00, 0.00, 1.81, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
507,  0,  27.310,  0.98,  1, 0.01, 0.00, 2.42, 0.00, 0.43, 0.31, 0.12, 1.55, 0.00, 0.34, 0.26, 0.23, 0.00, 0.00, 1.87, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
508,  0,  27.333,  0.98,  1, 0.00, 0.00, 2.35, 0.00, 0.46, 0.64, 0.10, 1.52, 0.00, 0.25, 0.20, 0.15, 0.00, 0.00, 1.92, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
509,  0,  27.425,  0.98,  1, 0.00, 0.00, 2.37, 0.00, 0.50, 0.85, 0.11, 1.47, 0.00, 0.20, 0.16, 0.11, 0.00, 0.00, 1.83, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
510,  0,  27.467,  0.98,  1, 0.05, 0.02, 2.55, 0.05, 0.51, 0.90, 0.19, 1.42, 0.00, 0.23, 0.18, 0.08, 0.00, 0.00, 1.80, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
511,  0,  27.519,  0.98,  1, 0.07, 0.08, 2.67, 0.13, 0.49, 0.79, 0.26, 1.41, 0.00, 0.33, 0.21, 0.11, 0.00, 0.00, 1.80, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
512,  0,  27.543,  0.98,  1, 0.07, 0.08, 2.79, 0.13, 0.47, 0.71, 0.30, 1.38, 0.00, 0.48, 0.26, 0.12, 0.00, 0.00, 1.78, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
513,  0,  27.632,  0.93,  1, 0.02, 0.06, 2.71, 0.07, 0.46, 0.57, 0.23, 1.33, 0.00, 0.51, 0.24, 0.16, 0.00, 0.00, 1.73, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
514,  0,  27.674,  0.93,  1, 0.00, 0.00, 2.67, 0.00, 0.49, 0.55, 0.15, 1.25, 0.00, 0.51, 0.29, 0.15, 0.00, 0.00, 1.71, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
515,  0,  27.731,  0.93,  1, 0.00, 0.00, 2.59, 0.00, 0.54, 0.48, 0.12, 1.22, 0.00, 0.45, 0.35, 0.10, 0.00, 0.00, 1.71, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
516,  0,  27.753,  0.93,  1, 0.00, 0.00, 2.61, 0.00, 0.65, 0.79, 0.20, 1.28, 0.00, 0.44, 0.29, 0.06, 0.05, 0.00, 1.81, 0.15, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
517,  0,  27.822,  0.93,  1, 0.00, 0.00, 2.64, 0.00, 0.67, 0.86, 0.30, 1.39, 0.00, 0.45, 0.25, 0.07, 0.08, 0.00, 1.90, 0.28, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
518,  0,  27.848,  0.93,  1, 0.06, 0.00, 2.72, 0.00, 0.57, 0.70, 0.29, 1.37, 0.00, 0.47, 0.20, 0.15, 0.10, 0.00, 1.93, 0.40, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
519,  0,  27.918,  0.93,  1, 0.10, 0.00, 2.73, 0.00, 0.41, 0.32, 0.17, 1.29, 0.00, 0.43, 0.31, 0.20, 0.07, 0.00, 1.81, 0.35, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
520,  0,  27.942,  0.93,  1, 0.10, 0.00, 2.67, 0.00, 0.24, 0.01, 0.04, 1.11, 0.00, 0.43, 0.22, 0.21, 0.03, 0.00, 1.54, 0.36, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
521,  0,  28.048,  0.98,  1, 0.08, 0.00, 2.58, 0.00, 0.18, 0.01, 0.00, 1.06, 0.00, 0.44, 0.13, 0.18, 0.02, 0.00, 1.32, 0.41, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
522,  0,  28.082,  0.98,  1, 0.22, 0.06, 2.36, 0.00, 0.09, 0.00, 0.00, 0.92, 0.00, 0.43, 0.00, 0.17, 0.00, 0.00, 1.15, 0.51, 0.44, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
523,  0,  28.127,  0.98,  1, 0.35, 0.08, 2.19, 0.00, 0.04, 0.00, 0.00, 0.83, 0.00, 0.38, 0.00, 0.19, 0.00, 0.00, 1.12, 0.58, 0.41, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
524,  0,  28.153,  0.98,  1, 0.45, 0.08, 2.07, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.38, 0.00, 0.15, 0.00, 0.00, 1.05, 0.60, 0.40, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
525,  0,  28.222,  0.98,  1, 0.38, 0.02, 2.06, 0.00, 0.00, 0.00, 0.00, 0.73, 0.00, 0.35, 0.00, 0.08, 0.00, 0.00, 0.98, 0.56, 0.31, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
526,  0,  28.267,  0.98,  1, 0.36, 0.00, 2.01, 0.00, 0.00, 0.00, 0.00, 0.74, 0.00, 0.30, 0.08, 0.04, 0.00, 0.00, 0.97, 0.58, 0.26, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
527,  0,  28.334,  0.98,  1, 0.32, 0.01, 1.90, 0.00, 0.00, 0.00, 0.00, 0.72, 0.00, 0.20, 0.12, 0.09, 0.00, 0.00, 0.97, 0.61, 0.25, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
528,  0,  28.360,  0.98,  1, 0.32, 0.01, 1.87, 0.00, 0.00, 0.00, 0.00, 0.75, 0.00, 0.20, 0.21, 0.18, 0.00, 0.00, 0.87, 0.58, 0.19, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
529,  0,  28.430,  0.98,  1, 0.35, 0.01, 1.91, 0.00, 0.00, 0.00, 0.00, 0.81, 0.00, 0.26, 0.22, 0.21, 0.00, 0.00, 0.71, 0.44, 0.12, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
530,  0,  28.456,  0.98,  1, 0.25, 0.00, 2.05, 0.00, 0.15, 0.08, 0.03, 1.07, 0.00, 0.43, 0.25, 0.40, 0.03, 0.00, 0.66, 0.35, 0.09, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
531,  0,  28.526,  0.98,  1, 0.14, 0.00, 2.11, 0.00, 0.27, 0.11, 0.07, 1.29, 0.00, 0.56, 0.24, 0.56, 0.05, 0.00, 0.76, 0.34, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
532,  0,  28.551,  0.98,  1, 0.00, 0.00, 2.09, 0.00, 0.42, 0.11, 0.13, 1.56, 0.07, 0.68, 0.15, 0.66, 0.12, 0.00, 1.00, 0.41, 0.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
533,  0,  28.655,  0.98,  1, 0.00, 0.00, 2.02, 0.00, 0.43, 0.04, 0.20, 1.63, 0.14, 0.70, 0.09, 0.60, 0.19, 0.00, 1.16, 0.49, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
534,  0,  28.700,  0.98,  1, 0.00, 0.00, 1.99, 0.00, 0.51, 0.13, 0.31, 1.78, 0.24, 0.72, 0.01, 0.56, 0.17, 0.00, 1.30, 0.56, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
535,  0,  28.734,  0.98,  1, 0.00, 0.00, 2.04, 0.00, 0.56, 0.18, 0.40, 1.86, 0.28, 0.73, 0.00, 0.56, 0.10, 0.00, 1.29, 0.59, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
536,  0,  28.761,  0.98,  1, 0.00, 0.00, 2.18, 0.00, 0.61, 0.36, 0.46, 1.92, 0.34, 0.74, 0.00, 0.50, 0.00, 0.00, 1.40, 0.64, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
537,  0,  28.830,  0.98,  1, 0.00, 0.00, 2.28, 0.00, 0.62, 0.38, 0.47, 1.89, 0.38, 0.78, 0.00, 0.46, 0.00, 0.00, 1.52, 0.72, 0.30, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
538,  0,  28.856,  0.98,  1, 0.00, 0.00, 2.27, 0.00, 0.64, 0.44, 0.54, 1.93, 0.41, 0.81, 0.02, 0.41, 0.04, 0.00, 1.59, 0.84, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
539,  0,  28.942,  0.98,  1, 0.00, 0.00, 2.23, 0.00, 0.67, 0.29, 0.56, 1.94, 0.44, 0.84, 0.02, 0.43, 0.04, 0.00, 1.46, 0.89, 0.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
540,  0,  29.046,  0.98,  1, 0.00, 0.00, 2.11, 0.00, 0.68, 0.28, 0.58, 1.96, 0.48, 0.83, 0.02, 0.41, 0.04, 0.00, 1.36, 0.92, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
541,  0,  29.085,  0.98,  1, 0.00, 0.00, 2.11, 0.00, 0.65, 0.25, 0.55, 1.91, 0.47, 0.79, 0.00, 0.36, 0.00, 0.00, 1.35, 0.92, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
